File name,Euler number,Trabecular thickness (plate model),Trabecular pattern factor,Bone perimeter / area ratio,Number of objects,Average object area-equivalent circle diameter,Average object area
image_0030.tif,26,41.24436263,0.01536738,0.04849148,26,93.63048358,6885.32451923
image_0031.tif,22,41.61534361,0.01293957,0.04805920,22,101.65377102,8115.90340909
image_0032.tif,20,40.44914104,0.01252777,0.04944481,20,105.08615046,8673.22968750
image_0033.tif,22,39.88948097,0.01255756,0.05013853,22,97.84371355,7518.92471591
image_0034.tif,22,38.79775567,0.01510781,0.05154937,22,92.73372137,6754.06534091
image_0035.tif,21,38.83443583,0.01561191,0.05150068,21,94.02266383,6943.12500000
image_0036.tif,20,38.00594886,0.01402386,0.05262334,20,95.82409632,7211.72812500
image_0037.tif,18,37.96005474,0.01505906,0.05268696,18,93.88481691,6922.78125000
image_0038.tif,11,39.37476869,0.01056760,0.05079395,11,118.76221191,11077.61931818
image_0039.tif,9,40.62780168,0.00915714,0.04922737,9,129.21604360,13113.62500000
image_0040.tif,10,41.42100427,0.01071071,0.04828468,10,121.82409822,11656.18125000
image_0041.tif,15,39.48563038,0.01320087,0.05065134,15,97.39516228,7450.14375000
image_0042.tif,14,39.91140394,0.01444980,0.05011099,14,99.28524470,7742.10937500
image_0043.tif,15,39.36506276,0.01367273,0.05080647,15,96.29598158,7282.93125000
image_0044.tif,16,41.32199425,0.01736787,0.04840037,16,92.46455604,6714.91406250
image_0045.tif,17,40.69704714,0.01642079,0.04914361,17,89.54256125,6297.22058824
image_0046.tif,15,40.39037049,0.01602045,0.04951675,15,97.13658794,7410.63750000
image_0047.tif,15,41.73919780,0.01535922,0.04791659,15,99.58649364,7789.16250000
image_0048.tif,18,43.81904981,0.01529518,0.04564225,18,92.32475988,6694.62500000
image_0049.tif,16,45.71632024,0.01506240,0.04374805,16,97.89159252,7526.28515625
image_0050.tif,21,41.45799552,0.02010812,0.04824160,21,81.45679448,5211.28125000
image_0051.tif,17,40.46333995,0.01707140,0.04942746,17,89.39835630,6276.95404412
image_0052.tif,21,35.71167736,0.02332184,0.05600409,21,72.76077258,4158.00000000
image_0053.tif,20,33.41767739,0.02358744,0.05984856,20,69.57852456,3802.24687500
image_0054.tif,18,33.59454211,0.02185651,0.05953348,18,73.39535115,4230.84375000
image_0055.tif,18,32.03433483,0.02462578,0.06243301,18,68.50403538,3685.71875000
image_0056.tif,18,32.16542721,0.02468485,0.06217856,18,67.34152783,3561.68750000
image_0057.tif,16,31.16129951,0.02464168,0.06418218,16,66.91585995,3516.80273438
image_0058.tif,12,30.46793173,0.02179017,0.06564279,12,68.57514931,3693.37500000
image_0059.tif,13,29.31946134,0.02394709,0.06821408,13,63.63386703,3180.28846154
image_0060.tif,15,24.87891516,0.02566647,0.08038936,15,55.10691252,2385.07500000
image_0061.tif,15,23.64658420,0.02813217,0.08457881,15,52.11765217,2133.33750000
image_0062.tif,13,20.94676122,0.03267120,0.09548015,13,46.97713937,1733.25721154
image_0063.tif,8,23.66385333,0.03543743,0.08451709,8,47.64579154,1782.94921875
image_0064.tif,9,24.81541265,0.04181185,0.08059507,9,43.77789438,1505.21875000
image_0065.tif,7,28.79505419,0.02930403,0.06945637,7,59.51431315,2781.84375000
image_0066.tif,8,26.35796527,0.03277010,0.07587839,8,52.65358042,2177.43750000
image_0067.tif,9,25.55777151,0.03463203,0.07825408,9,49.85781050,1952.34375000
image_0068.tif,8,27.13654972,0.03078403,0.07370134,8,55.07638935,2382.43359375
image_0069.tif,8,27.56805682,0.03017445,0.07254773,8,56.33634106,2492.68359375
image_0070.tif,8,28.52041892,0.02930403,0.07012520,8,59.12872712,2745.91406250
image_0071.tif,6,31.30557718,0.02306819,0.06388638,6,70.11446046,3861.04687500
image_0072.tif,7,29.31764107,0.02391097,0.06821831,7,66.75998389,3500.43750000
image_0073.tif,8,28.35417487,0.02596048,0.07053635,8,62.60609958,3078.38671875
image_0074.tif,8,29.07519324,0.02429047,0.06878716,8,62.83340916,3100.78125000
image_0075.tif,9,27.69508161,0.01916184,0.07221499,9,64.78882819,3296.78125000
image_0076.tif,10,31.96736175,0.01899655,0.06256381,10,75.17868541,4438.94062500
image_0077.tif,11,30.41724774,0.02043020,0.06575217,11,74.20589643,4324.80681818
image_0078.tif,11,32.40365644,0.02187771,0.06172143,11,69.71708970,3817.40625000
image_0079.tif,13,32.59711082,0.02733099,0.06135513,13,62.22902017,3041.41586538
image_0080.tif,10,33.95689580,0.02609263,0.05889820,10,69.30056312,3771.92812500
image_0081.tif,12,32.29520799,0.02724975,0.06192869,12,62.85667649,3103.07812500
image_0082.tif,31,41.99512068,0.00802260,0.04762458,31,119.29395276,11177.03830645
image_0083.tif,26,42.25055256,0.00785718,0.04733666,26,127.45584522,12758.78725962
image_0084.tif,26,43.59860537,0.00868600,0.04587303,27,124.96411893,12264.80208333
image_0085.tif,24,44.29155920,0.00911810,0.04515533,24,131.19443747,13518.25781250
image_0086.tif,23,44.37336412,0.00766870,0.04507208,23,134.36010939,14178.50951087
image_0087.tif,30,42.24416728,0.00887315,0.04734381,30,114.64363226,10322.61562500
image_0088.tif,29,42.62162233,0.00961290,0.04692454,29,115.85647060,10542.18103448
image_0089.tif,27,41.65628207,0.00900936,0.04801197,27,117.81699476,10901.98958333
image_0090.tif,30,40.04903548,0.01098811,0.04993878,30,107.80740669,9128.24062500
image_0091.tif,22,40.60798705,0.01062141,0.04925139,22,120.58499508,11420.27130682
image_0092.tif,25,40.75399021,0.01145775,0.04907495,25,110.66927789,9619.31250000
image_0093.tif,23,41.36176765,0.01163498,0.04835383,23,112.98203031,10025.55978261
image_0094.tif,24,39.05900254,0.01052169,0.05120458,24,105.35921837,8718.36328125
image_0095.tif,19,40.78841352,0.01038437,0.04903353,19,117.22208352,10792.16940789
image_0096.tif,19,39.92108356,0.00979377,0.05009884,19,114.67732636,10328.68421053
image_0097.tif,15,41.23640148,0.00893559,0.04850084,15,128.47459054,12963.56250000
image_0098.tif,16,40.50113961,0.00914991,0.04938133,16,121.69439843,11631.37500000
image_0099.tif,20,39.65572103,0.01275514,0.05043408,20,106.15354830,8850.31875000
image_0100.tif,18,39.97739413,0.01024271,0.05002827,18,112.07846539,9865.84375000
image_0101.tif,17,39.42808522,0.00938636,0.05072526,17,113.35082725,10091.11764706
image_0102.tif,18,38.78282964,0.01051519,0.05156921,18,109.66940703,9446.28125000
image_0103.tif,18,40.11162347,0.01111840,0.04986086,18,111.24473478,9719.60937500
image_0104.tif,18,39.77459176,0.01250870,0.05028336,18,108.59303038,9261.76562500
image_0105.tif,20,38.36153161,0.01394743,0.05213556,20,96.84411163,7366.07812500
image_0106.tif,14,39.67407098,0.01268082,0.05041076,14,109.49657511,9416.53125000
image_0107.tif,9,38.36344249,0.00995130,0.05213296,9,119.37327012,11191.90625000
image_0108.tif,12,36.85370433,0.01151428,0.05426863,12,101.39517540,8074.66406250
image_0109.tif,15,35.62696616,0.01378716,0.05613725,15,90.31576564,6406.44375000
image_0110.tif,16,37.54739194,0.01608388,0.05326602,16,90.61358023,6448.76367188
image_0111.tif,13,37.11050210,0.01218900,0.05389310,13,100.15008435,7877.57451923
image_0112.tif,13,38.25815220,0.01120694,0.05227644,13,99.95447194,7846.83173077
image_0113.tif,12,39.26958043,0.01234721,0.05093001,12,103.33784301,8387.03906250
image_0114.tif,12,37.06198767,0.01238895,0.05396365,12,100.52618201,7936.85156250
image_0115.tif,11,34.01412727,0.01139507,0.05879910,11,98.23827086,7579.68750000
image_0116.tif,14,29.95554123,0.01659144,0.06676561,14,76.32528010,4575.37500000
image_0117.tif,12,30.21940455,0.01969591,0.06618264,12,71.61048660,4027.57031250
image_0118.tif,10,33.89497022,0.01956132,0.05900580,10,77.01187815,4658.06250000
image_0119.tif,12,32.60695175,0.02582033,0.06133661,12,65.17511561,3336.21093750
image_0120.tif,11,32.27992565,0.02850664,0.06195801,11,63.12468724,3129.59659091
image_0121.tif,10,33.32162003,0.02609263,0.06002109,10,67.59582218,3588.63750000
image_0122.tif,11,31.36054691,0.02688925,0.06377440,11,64.79566700,3297.47727273
image_0123.tif,10,32.08830232,0.02232465,0.06232801,10,72.36003601,4112.32500000
image_0124.tif,11,33.36416108,0.02341048,0.05994456,11,71.88007082,4057.95170455
image_0125.tif,11,33.88123345,0.02028530,0.05902973,11,78.16321408,4798.38068182
image_0126.tif,10,34.30581283,0.01980341,0.05829916,10,80.61852609,5104.57500000
image_0127.tif,12,36.19202687,0.02248695,0.05526079,12,75.62278196,4491.53906250
image_0128.tif,14,36.54939580,0.02323231,0.05472047,14,70.70780657,3926.67187500
image_0129.tif,14,36.40640433,0.02501671,0.05493539,14,70.55697728,3909.93750000
image_0130.tif,14,37.68321099,0.02543042,0.05307403,14,71.60611090,4027.07812500
image_0131.tif,11,38.74095029,0.01974347,0.05162496,11,84.14834810,5561.36079545
image_0132.tif,11,38.64784384,0.01823590,0.05174933,11,86.98203912,5942.22443182
image_0133.tif,11,36.87580244,0.01939722,0.05423611,11,83.51088747,5477.42045455
image_0134.tif,10,36.66229707,0.01969993,0.05455196,10,83.46312056,5471.15625000
image_0135.tif,10,36.16011532,0.02132620,0.05530956,10,75.86409594,4520.25000000
image_0136.tif,11,34.74274514,0.02091623,0.05756598,11,69.69420537,3814.90056818
image_0137.tif,8,36.34163224,0.01800026,0.05503330,8,81.37404934,5200.69921875
image_0138.tif,6,36.26654026,0.01653046,0.05514725,6,89.27029974,6258.98437500
image_0139.tif,6,36.27641717,0.01662385,0.05513224,6,89.20475620,6249.79687500
image_0140.tif,8,36.44019282,0.02092339,0.05488445,8,79.86409459,5009.48437500
image_0141.tif,10,35.38744520,0.02386706,0.05651722,10,69.47757634,3791.22187500
image_0142.tif,8,37.35202600,0.02429027,0.05354462,8,72.71985037,4153.32421875
image_0143.tif,8,40.45433248,0.02057800,0.04943846,8,76.21024570,4561.59375000
image_0144.tif,6,41.49438940,0.01985033,0.04819929,6,83.48063826,5473.45312500
image_0145.tif,6,37.85175031,0.01972571,0.05283772,6,82.45845975,5340.23437500
image_0146.tif,9,37.47798711,0.02652819,0.05336466,9,64.03210019,3220.21875000
image_0147.tif,6,40.87730340,0.02059233,0.04892691,6,78.66500442,4860.18750000
image_0148.tif,4,40.78389648,0.01748878,0.04903896,4,93.05569207,6801.04687500
image_0149.tif,4,40.85533737,0.01738636,0.04895321,4,92.79605615,6763.14843750
image_0150.tif,3,39.55180740,0.01368436,0.05056659,3,102.17810589,8199.84375000
image_0151.tif,5,39.30278494,0.02055730,0.05088698,5,75.12031233,4432.05000000
image_0152.tif,5,36.76191384,0.02701573,0.05440413,5,68.42145062,3676.83750000
image_0153.tif,3,35.27735774,0.01890207,0.05669359,3,81.97827052,5278.21875000
image_0154.tif,2,35.15070133,0.02005013,0.05689787,2,80.46602503,5085.28125000
image_0155.tif,4,30.10272847,0.02834101,0.06643916,4,60.84719922,2907.84375000
image_0156.tif,4,21.97990982,0.02940646,0.09099218,4,46.69254689,1712.32031250
image_0157.tif,3,21.58284363,0.03265306,0.09266620,3,48.06592288,1814.53125000
image_0158.tif,4,20.97015036,0.03809524,0.09537366,4,42.56419215,1422.91406250
image_0159.tif,2,12.71475933,0.05860806,0.15729751,2,25.30729905,503.01562500
image_0160.tif,2,20.32451997,0.02457757,0.09840331,2,54.69675436,2349.70312500
image_0161.tif,4,24.28327009,0.04353741,0.08236123,4,41.99353121,1385.01562500
image_0162.tif,3,25.24783521,0.03571429,0.07921471,3,48.97006336,1883.43750000
image_0163.tif,3,19.65798760,0.03571429,0.10173981,3,43.80015621,1506.75000000
image_0164.tif,4,17.09849731,0.05079365,0.11696934,4,32.24360129,816.53906250
image_0165.tif,4,14.97372725,0.04761905,0.13356728,4,30.85313050,747.63281250
image_0166.tif,4,20.65890142,0.04737232,0.09681057,4,31.62545575,785.53125000
image_0167.tif,2,28.66193117,0.03174603,0.06977897,2,56.19990966,2480.62500000
image_0168.tif,35,41.78602052,0.01049667,0.04786290,36,107.26531585,9036.67187500
image_0169.tif,42,42.03921184,0.01243139,0.04757463,42,98.82129242,7669.92187500
image_0170.tif,35,41.87512129,0.00918605,0.04776106,35,108.49616537,9245.25000000
image_0171.tif,33,42.52423021,0.00995675,0.04703201,33,112.38326089,9919.57670455
image_0172.tif,32,42.11859950,0.01014101,0.04748496,32,113.25033273,10073.23242188
image_0173.tif,28,41.44633194,0.00822951,0.04825517,28,118.02936770,10941.32812500
image_0174.tif,38,39.61735028,0.01191005,0.05048293,38,96.19826971,7268.15871711
image_0175.tif,29,39.72638534,0.01138494,0.05034437,29,107.72140844,9113.68318966
image_0176.tif,29,40.07723973,0.01213780,0.04990364,29,103.78795667,8460.26185345
image_0177.tif,30,39.82575425,0.01212514,0.05021876,30,101.24941692,8051.46562500
image_0178.tif,23,40.41759748,0.01152552,0.04948340,24,113.35519043,10091.89453125
image_0179.tif,26,41.07872037,0.01196947,0.04868701,26,109.72921885,9456.58774038
image_0180.tif,32,40.48667348,0.01341997,0.04939897,32,99.26275623,7738.60253906
image_0181.tif,32,40.79317549,0.01376181,0.04902781,32,100.02491961,7857.89648438
image_0182.tif,30,40.38864924,0.01209068,0.04951886,30,102.49245684,8250.37500000
image_0183.tif,33,40.97087772,0.01391735,0.04881516,33,96.14014217,7259.37784091
image_0184.tif,32,40.48711209,0.01334626,0.04939844,32,97.95598844,7536.19042969
image_0185.tif,33,41.14230282,0.01159679,0.04861177,33,96.51825153,7316.59090909
image_0186.tif,26,42.07906246,0.01187770,0.04752958,26,105.97793422,8821.06009615
image_0187.tif,29,41.19068692,0.01423674,0.04855466,29,96.33513996,7288.85560345
image_0188.tif,25,40.51826103,0.01508064,0.04936046,25,98.15964878,7567.56000000
image_0189.tif,25,38.69495604,0.01615953,0.05168632,25,92.25462386,6684.45750000
image_0190.tif,26,37.67823172,0.01744863,0.05308105,26,85.40935641,5729.28966346
image_0191.tif,23,37.73022994,0.01790647,0.05300789,23,86.88470805,5928.93342391
image_0192.tif,27,35.42781429,0.02056008,0.05645282,27,76.00531021,4537.09375000
image_0193.tif,27,33.33235503,0.02002510,0.06000176,27,73.51037015,4244.11458333
image_0194.tif,24,30.43934419,0.01993221,0.06570444,24,71.22659573,3984.50390625
image_0195.tif,27,30.26574614,0.02211077,0.06608130,27,64.64824470,3282.48958333
image_0196.tif,18,33.75227148,0.01756120,0.05925527,18,78.10536958,4791.28125000
image_0197.tif,19,35.37901881,0.01888455,0.05653068,19,76.10110534,4548.53782895
image_0198.tif,16,36.05307089,0.01725907,0.05547378,16,86.08278974,5819.99414063
image_0199.tif,17,34.23609513,0.01788385,0.05841788,17,84.75168130,5641.39522059
image_0200.tif,20,33.33439618,0.01585273,0.05999809,20,77.27345658,4689.75937500
image_0201.tif,19,34.69665784,0.01809142,0.05764244,19,82.57876973,5355.82894737
image_0202.tif,20,33.24230958,0.01860547,0.06016429,20,78.23817808,4807.58906250
image_0203.tif,20,33.73704925,0.01814527,0.05928201,20,80.87386355,5136.96093750
image_0204.tif,25,31.19741605,0.02129639,0.06410787,25,69.93320490,3841.11000000
image_0205.tif,20,32.76189770,0.02104709,0.06104652,20,76.03736779,4540.92187500
image_0206.tif,19,31.41068149,0.02154195,0.06367261,19,73.58385078,4252.60361842
image_0207.tif,17,32.31346448,0.01939834,0.06189370,17,77.65918837,4736.69669118
image_0208.tif,14,31.44576629,0.01768952,0.06360157,14,75.10028825,4429.68750000
image_0209.tif,16,29.70590837,0.02109022,0.06732667,16,70.74767815,3931.10156250
image_0210.tif,14,30.95801333,0.01951590,0.06460363,14,75.64901901,4494.65625000
image_0211.tif,13,30.90930111,0.02047235,0.06470544,13,74.29100680,4334.73317308
image_0212.tif,11,30.95302973,0.01958480,0.06461403,11,72.84997763,4168.20170455
image_0213.tif,13,30.02208115,0.02517165,0.06661763,13,62.66132145,3083.81971154
image_0214.tif,15,29.22373392,0.02889998,0.06843752,15,54.16484459,2304.22500000
image_0215.tif,12,28.97490546,0.03021036,0.06902525,12,57.65121437,2610.39843750
image_0216.tif,8,30.84339689,0.02737811,0.06484370,8,62.76355543,3093.89062500
image_0217.tif,9,28.13151492,0.02963167,0.07109464,9,57.07768300,2558.71875000
image_0218.tif,9,25.38215832,0.02989303,0.07879551,9,54.58078622,2339.75000000
image_0219.tif,12,22.79241273,0.03079080,0.08774850,12,49.72565880,1942.00781250
image_0220.tif,13,21.56171201,0.02841596,0.09275701,13,47.66172392,1784.14182692
image_0221.tif,12,24.40607464,0.03018929,0.08194681,12,50.64347948,2014.35937500
image_0222.tif,9,27.18722872,0.02571726,0.07356395,9,61.11894689,2933.87500000
image_0223.tif,8,28.65757527,0.02499370,0.06978958,8,63.47591202,3164.51953125
image_0224.tif,9,29.33859870,0.02502607,0.06816958,9,65.02912137,3321.28125000
image_0225.tif,8,30.58400566,0.02228132,0.06539366,8,67.43013396,3571.06640625
image_0226.tif,7,32.23023270,0.02116402,0.06205354,7,75.76490553,4508.43750000
image_0227.tif,9,32.36548485,0.02255407,0.06179422,9,68.40435167,3675.00000000
image_0228.tif,10,28.38438625,0.02646993,0.07046127,10,60.12193851,2838.93750000
image_0229.tif,7,31.77704045,0.01708331,0.06293852,7,76.39093626,4583.25000000
image_0230.tif,9,31.09021372,0.02767418,0.06432892,9,60.08950153,2835.87500000
image_0231.tif,8,29.88404747,0.02967369,0.06692534,8,59.20286975,2752.80468750
image_0232.tif,6,32.86528751,0.02380952,0.06085448,6,70.05186756,3854.15625000
image_0233.tif,6,31.17061280,0.02226781,0.06416300,6,71.43671170,4008.04687500
image_0234.tif,4,33.02425746,0.01780343,0.06056154,4,83.46312056,5471.15625000
image_0235.tif,4,34.21595670,0.01693122,0.05845226,4,87.19039609,5970.72656250
image_0236.tif,4,33.56413019,0.01814059,0.05958742,4,83.35793700,5457.37500000
image_0237.tif,8,28.00905006,0.02423693,0.07140549,8,54.17294280,2304.91406250
image_0238.tif,6,28.39065669,0.02627231,0.07044571,6,57.28226316,2577.09375000
image_0239.tif,3,32.86978885,0.02539683,0.06084615,3,69.67512936,3812.81250000
image_0240.tif,3,34.42926578,0.02721088,0.05809011,3,67.67365275,3596.90625000
image_0241.tif,3,32.70992725,0.02721088,0.06114352,3,64.98413408,3316.68750000
image_0242.tif,3,35.33277469,0.02539683,0.05660467,3,69.96832327,3844.96875000
image_0243.tif,3,37.30162995,0.02721088,0.05361696,3,70.09360237,3858.75000000
image_0244.tif,3,32.33719766,0.02528326,0.06184828,3,64.80387261,3298.31250000
image_0245.tif,2,31.01808301,0.01279079,0.06447852,2,79.75416461,4995.70312500
image_0246.tif,3,23.53241990,0.02787456,0.08498913,3,54.72348133,2352.00000000
image_0247.tif,5,16.98484810,0.03996877,0.11775201,5,33.51115155,882.00000000
image_0248.tif,4,17.72053868,0.03809524,0.11286339,4,39.12749843,1202.41406250
image_0249.tif,5,15.28961208,0.04104537,0.13080777,5,30.95249672,752.45625000
image_0250.tif,4,17.48493033,0.04761905,0.11438421,4,34.35148445,926.78906250
image_0251.tif,4,18.37557289,0.04118404,0.10884014,4,37.70004550,1116.28125000
image_0252.tif,5,17.95672935,0.04329004,0.11137886,5,36.18001800,1028.08125000
image_0253.tif,5,19.90007925,0.03855482,0.10050211,5,35.49454284,989.49375000
image_0254.tif,5,17.56477310,0.06144393,0.11386427,5,28.65644360,644.96250000
image_0255.tif,32,49.37986546,0.00431677,0.04050234,39,143.14555900,16093.31971154
image_0256.tif,39,48.09346519,0.00478069,0.04158569,44,133.57371858,14013.02556818
image_0257.tif,44,47.58462597,0.00575006,0.04203038,47,128.13948842,12896.02460106
image_0258.tif,37,47.80656943,0.00489151,0.04183525,41,137.08163140,14758.71036585
image_0259.tif,32,49.49572369,0.00458390,0.04040753,34,151.86928301,18114.64246324
image_0260.tif,30,48.67441559,0.00392740,0.04108935,31,158.34905623,19693.40625000
image_0261.tif,32,49.72457310,0.00450516,0.04022156,33,152.92722896,18367.90056818
image_0262.tif,32,50.30467727,0.00521345,0.03975773,32,154.15364484,18663.68847656
image_0263.tif,30,49.80630286,0.00482278,0.04015556,30,157.90333769,19582.69687500
image_0264.tif,32,49.19251207,0.00580863,0.04065659,33,148.04051392,17212.78125000
image_0265.tif,30,49.61388548,0.00535442,0.04031130,31,150.67250931,17830.27016129
image_0266.tif,26,49.86158097,0.00425693,0.04011104,27,160.71181513,20285.48958333
image_0267.tif,30,50.21023179,0.00715912,0.03983252,31,146.37559396,16827.79536290
image_0268.tif,35,48.03018780,0.00673771,0.04164048,36,133.36290475,13968.82812500
image_0269.tif,31,47.70311938,0.00544459,0.04192598,34,135.64629809,14451.26194853
image_0270.tif,35,46.68039982,0.00592902,0.04284453,37,128.39027811,12946.55320946
image_0271.tif,29,48.36497341,0.00635662,0.04135224,31,139.67348192,15322.08266129
image_0272.tif,25,47.26992011,0.00499173,0.04231020,27,147.45990890,17078.03125000
image_0273.tif,26,45.84117893,0.00477201,0.04362890,28,140.96732876,15607.26562500
image_0274.tif,29,46.48212604,0.00803299,0.04302729,31,126.88604272,12644.96370968
image_0275.tif,22,44.95073880,0.00719588,0.04449315,23,137.53912614,14857.38586957
image_0276.tif,31,43.38239523,0.00897343,0.04610165,33,110.07430984,9516.16193182
image_0277.tif,29,42.75522155,0.01046827,0.04677791,29,112.75454635,9985.22844828
image_0278.tif,30,41.50808849,0.01110325,0.04818338,30,106.66199549,8935.30312500
image_0279.tif,29,41.59344332,0.01200125,0.04808450,29,104.86669374,8637.04202586
image_0280.tif,29,40.11403756,0.01337250,0.04985786,29,100.51840722,7935.62392241
image_0281.tif,28,38.67064039,0.01384641,0.05171882,28,100.21816988,7888.28906250
image_0282.tif,30,38.24797432,0.01401648,0.05229035,30,94.53360133,7018.79062500
image_0283.tif,28,37.22118298,0.01458129,0.05373284,28,95.12703179,7107.18750000
image_0284.tif,29,35.23045415,0.01272171,0.05676907,29,92.23442110,6681.53017241
image_0285.tif,32,34.96350669,0.01412603,0.05720250,32,87.90129699,6068.48730469
image_0286.tif,29,34.74318495,0.01423043,0.05756525,29,89.36908913,6272.84482759
image_0287.tif,30,35.50582439,0.01287374,0.05632879,30,88.27209870,6119.79375000
image_0288.tif,28,36.30463709,0.01501670,0.05508938,28,90.08557054,6373.82812500
image_0289.tif,29,36.30393463,0.01465199,0.05509045,29,88.89049546,6205.83943966
image_0290.tif,34,36.99673278,0.01716202,0.05405883,34,80.60380119,5102.71047794
image_0291.tif,31,37.70323378,0.01736642,0.05304585,31,83.03136204,5414.69758065
image_0292.tif,27,38.20110003,0.01695347,0.05235451,27,90.19912042,6389.90625000
image_0293.tif,28,38.51282833,0.01782278,0.05193075,28,86.70388902,5904.28125000
image_0294.tif,27,39.03850928,0.01648444,0.05123146,27,88.26179092,6118.36458333
image_0295.tif,23,38.91360535,0.01474227,0.05139591,23,95.61727159,7180.63043478
image_0296.tif,25,39.45741667,0.01700739,0.05068756,26,89.29549599,6262.51802885
image_0297.tif,24,41.43453992,0.01558631,0.04826891,24,92.66596540,6744.19921875
image_0298.tif,23,40.86821994,0.01604025,0.04893778,23,94.89646774,7072.77717391
image_0299.tif,25,40.37400372,0.01674965,0.04953683,25,91.78936257,6617.20500000
image_0300.tif,24,39.87984650,0.01607208,0.05015064,24,92.14773292,6668.97656250
image_0301.tif,26,39.48060028,0.01879077,0.05065779,26,87.32381386,5989.01322115
image_0302.tif,23,39.99471340,0.01720163,0.05000661,23,91.94847269,6640.16576087
image_0303.tif,22,39.72674080,0.01643703,0.05034392,22,93.78140000,6907.53835227
image_0304.tif,22,37.87553854,0.01565751,0.05280453,22,93.05997749,6801.67329545
image_0305.tif,21,39.86131538,0.01633250,0.05017396,21,93.72893964,6899.81250000
image_0306.tif,18,40.34165199,0.01490152,0.04957655,18,96.44063478,7304.82812500
image_0307.tif,15,42.62315052,0.01526007,0.04692286,15,103.54846417,8421.26250000
image_0308.tif,14,42.69781875,0.01429004,0.04684080,14,104.96741137,8653.64062500
image_0309.tif,18,39.38592274,0.01591012,0.05077956,18,91.35887102,6555.28125000
image_0310.tif,16,36.39375605,0.01690851,0.05495448,16,86.12736748,5826.02343750
image_0311.tif,17,36.74157910,0.01977964,0.05443424,17,80.28624115,5062.58272059
image_0312.tif,18,34.27341236,0.02209697,0.05835427,18,74.86162787,4401.57812500
image_0313.tif,17,33.71118599,0.01805066,0.05932749,17,77.23938789,4685.62500000
image_0314.tif,14,34.30690225,0.01531538,0.05829731,14,84.38902354,5593.21875000
image_0315.tif,14,34.47304846,0.01475084,0.05801634,14,84.27012384,5577.46875000
image_0316.tif,16,34.80254901,0.02010407,0.05746706,16,73.52970663,4246.34765625
image_0317.tif,12,33.24490106,0.01810268,0.06015960,12,76.74559771,4625.90625000
image_0318.tif,10,35.16504637,0.02069695,0.05687466,10,78.60177934,4852.37812500
image_0319.tif,7,38.68192841,0.01851852,0.05170373,7,90.30096190,6404.34375000
image_0320.tif,8,37.45762620,0.01893419,0.05339367,8,84.90909724,5662.37109375
image_0321.tif,9,38.68232069,0.02116402,0.05170321,9,82.52345514,5348.65625000
image_0322.tif,8,38.57195006,0.01991908,0.05185115,8,85.99994121,5808.79687500
